mrun,rango_edad,anio_ing_carr_ori,anio_ing_carr_act,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,nomb_carrera,region_sede,provincia_sede,comuna_sede,nivel_global,nivel_carrera_1,forma_ingreso,NOMBRE_REGION_INGRESO
98.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,GASTRONOMIA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
99.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,TECNICO EN GEOLOGIA Y CONTROL EN SONDAJE,Metropolitana,CORDILLERA,PUENTE ALTO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
637.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,103,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,CONTADOR AUDITOR CON MENCION BANCA E INSTITUCIONES FINANCIERAS,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Valparaíso
983.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,260,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Lib. Gral B. O'Higgins,CACHAPOAL,RANCAGUA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Lib. Gral B. O'Higgins
984.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,ENFERMERIA,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),La Araucanía
1664.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,100,IP INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Antofagasta,EL LOA,CALAMA,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Antofagasta
1703.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,72,UNIVERSIDAD DE VALPARAISO,ARQUITECTURA,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso
1744.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,260,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Antofagasta,ANTOFAGASTA,ANTOFAGASTA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Antofagasta
1745.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,83,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,DERECHO LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES BACHILLERATO EN CIENCIAS SOCIALES,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso
2430.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,71,UNIVERSIDAD DE SANTIAGO DE CHILE,PERIODISMO / LICENCIATURA EN COMUNICACION SOCIAL,Metropolitana,SANTIAGO,ESTACION CENTRAL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
3299.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,COSMETOLOGIA,La Araucanía,CAUTIN,TEMUCO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),La Araucanía
3630.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,3,UNIVERSIDAD DIEGO PORTALES,PSICOLOGIA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
4180.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,34,UNIVERSIDAD DE LOS ANDES,BACHILLERATO EN INGENIERIA CIVIL,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",1- Ingreso Directo (regular),Metropolitana
4342.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,INGENIERIA CIVIL ELECTRONICA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío
4343.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,71,UNIVERSIDAD DE SANTIAGO DE CHILE,INGENIERIA CIVIL EN OBRAS CIVILES,Metropolitana,SANTIAGO,ESTACION CENTRAL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
4472.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,AGRONOMIA E INGENIERIA FORESTAL,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
4877.0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,MEDICINA VETERINARIA,Metropolitana,SANTIAGO,HUECHURABA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
4880.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,PERIODISMO - DIRECCION AUDIOVISUAL - PUBLICIDAD,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
4975.0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,31,UNIVERSIDAD AUTONOMA DE CHILE,PSICOLOGIA,Metropolitana,SANTIAGO,SAN MIGUEL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
5179.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,TECNICO EN ODONTOLOGIA,Lib. Gral B. O'Higgins,CACHAPOAL,RANCAGUA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Lib. Gral B. O'Higgins
5286.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN EDUCACION DE PARVULOS,Biobío,CONCEPCION,TALCAHUANO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Biobío
5299.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,77,UNIVERSIDAD DE MAGALLANES,TECNICO UNIVERSITARIO EN TURISMO,Magallanes,ULTIMA ESPERANZA,NATALES,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Magallanes
5815.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,94,UNIVERSIDAD CATOLICA DE TEMUCO,GEOLOGIA,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),La Araucanía
6018.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,INGENIERIA CIVIL,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
6207.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN EDUCACION DE PARVULOS,Biobío,ARAUCO,CAÑETE,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Biobío
6510.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,TRABAJO SOCIAL,Valparaíso,SAN ANTONIO,SAN ANTONIO,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Valparaíso
6992.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,TECNICO TOPOGRAFO,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
7313.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,218,CFT DE ENAC,TECNICO EN ODONTOLOGIA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
7399.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,94,UNIVERSIDAD CATOLICA DE TEMUCO,TRABAJO SOCIAL,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),La Araucanía
7418.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,INGENIERIA EN INFORMATICA,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Valparaíso
7645.0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,50,UNIVERSIDAD BERNARDO O'HIGGINS,MEDICINA VETERINARIA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
7806.0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,INGENIERIA COMERCIAL,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
7807.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,PSICOLOGIA,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
8126.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,INGENIERIA CIVIL DE MINAS,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso
8205.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,TECNICO EN AUTOMATIZACION Y ROBOTICA,Maule,CURICO,CURICO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Maule
8393.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,TECNICO EN MECANICA AUTOMOTRIZ Y AUTOTRONICA,Metropolitana,MELIPILLA,MELIPILLA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
8529.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,ADMINISTRACION PUBLICA Y CIENCIA POLITICA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío
8646.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,100,IP INACAP,INGENIERIA EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Tarapacá,IQUIQUE,IQUIQUE,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Tarapacá
9079.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,QUIMICA Y FARMACIA,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),La Araucanía
9411.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,TECNICO DEPORTIVO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Biobío
9446.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,260,CFT SANTO TOMAS,TECNICO EN PRODUCCION ACUICOLA,Los Lagos,LLANQUIHUE,PUERTO MONTT,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Los Lagos
9492.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,82,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION CON MENCION EN INGLES Y PEDAGOGIA EN INGLES,Metropolitana,SANTIAGO,ÑUÑOA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
9858.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,70,UNIVERSIDAD DE CHILE,INGENIERIA EN INFORMACION Y CONTROL DE GESTION,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
9859.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,100,IP INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Antofagasta,EL LOA,CALAMA,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Antofagasta
9901.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,Coquimbo,ELQUI,COQUIMBO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Coquimbo
9934.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,TECNICO EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Maule,TALCA,TALCA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Maule
10431.0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,19,UNIVERSIDAD DE LAS AMERICAS,ENFERMERIA,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso
10551.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,71,UNIVERSIDAD DE SANTIAGO DE CHILE,CONTADOR PUBLICO Y AUDITOR,Metropolitana,SANTIAGO,ESTACION CENTRAL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
10791.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,633,CFT TEODORO WICKEL KLUWEN,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,La Araucanía,CAUTIN,TEMUCO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),La Araucanía
11782.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,PEDAGOGIA EN EDUCACION ESPECIAL,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso
12296.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN EDUCACION MATEMATICA,Ñuble,DIGUILLIN,CHILLAN,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Ñuble
12554.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS,Valparaíso,SAN FELIPE DE ACONCAGUA,SAN FELIPE,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Valparaíso
12653.0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,INGENIERO EN MARINA MERCANTE,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío
12720.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,TECNICO EN ENFERMERIA,Lib. Gral B. O'Higgins,CACHAPOAL,RANCAGUA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Lib. Gral B. O'Higgins
12721.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,100,IP INACAP,"INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Metropolitana
12728.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,70,UNIVERSIDAD DE CHILE,INGENIERIA EN INFORMACION Y CONTROL DE GESTION,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
13078.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,BACHILLERATO EN CIENCIAS,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",1- Ingreso Directo (regular),Valparaíso
